command to create set : rwsetbuild testIpList.txt testiplist.set
command : rwfilter --start-date=2016/02/15 --end-date=2016/02/29 --anyset=testiplist.set --type=all --pass=stdout | rwcut > ans5.txt


            sIP|            dIP|sPort|dPort|pro|   packets|     bytes|   flags|                  sTime| duration|                  eTime|sen|
   172.30.13.17|    224.0.0.252|54227| 5355| 17|         2|       100|        |2016/02/22T04:58:24.532|    0.109|2016/02/22T04:58:24.641| S0|
   172.30.13.17|    224.0.0.252|61506| 5355| 17|         2|       100|        |2016/02/22T04:58:48.181|    0.109|2016/02/22T04:58:48.290| S0|
  172.30.13.123|239.255.255.250|51764| 1900| 17|        12|      1932|        |2016/02/22T04:58:15.561|   75.861|2016/02/22T04:59:31.422| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|         3|       234|        |2016/02/22T04:06:15.841|    1.514|2016/02/22T04:06:17.355| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/22T04:06:54.376|    0.000|2016/02/22T04:06:54.376| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|         3|       234|        |2016/02/22T04:16:15.996|    1.495|2016/02/22T04:16:17.491| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/22T04:18:52.397|    0.000|2016/02/22T04:18:52.397| S0|
  172.30.13.123|   172.30.13.72|56525|  135|  6|         1|        52| S      |2016/02/22T04:24:56.031|    0.000|2016/02/22T04:24:56.031| S0|
   172.30.13.66|  172.30.13.255|  137|  137| 17|        97|      7854|        |2016/02/22T04:18:10.525|  475.996|2016/02/22T04:26:06.521| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|         4|       312|        |2016/02/22T04:24:10.902|  126.575|2016/02/22T04:26:17.477| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         5|      1124|        |2016/02/22T04:18:33.264|  481.778|2016/02/22T04:26:35.042| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/22T04:30:53.173|    0.000|2016/02/22T04:30:53.173| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|         3|       234|        |2016/02/22T04:36:15.948|    1.495|2016/02/22T04:36:17.443| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         3|       687|        |2016/02/22T04:34:36.089|  172.127|2016/02/22T04:37:28.216| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         2|       458|        |2016/02/22T04:37:48.174|   57.726|2016/02/22T04:38:45.900| S0|
   172.30.13.17|  172.30.13.255|  137|  137| 17|       579|     45370|        |2016/02/22T04:17:48.070| 1799.757|2016/02/22T04:47:47.827| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|         3|       234|        |2016/02/22T04:46:15.970|    1.497|2016/02/22T04:46:17.467| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         2|       458|        |2016/02/22T04:49:28.760|   21.713|2016/02/22T04:49:50.473| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/22T04:50:45.036|    0.000|2016/02/22T04:50:45.036| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       202|        |2016/02/22T04:56:53.314|    0.000|2016/02/22T04:56:53.314| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|        11|       858|        |2016/02/22T04:54:58.959|  116.609|2016/02/22T04:56:55.568| S0|
   172.30.13.17|  172.30.13.255|  137|  137| 17|       243|     18954|        |2016/02/22T04:47:53.680| 1799.181|2016/02/22T05:17:52.861| S0|
   172.30.13.66|239.255.255.250|53836| 1900| 17|         6|       912|        |2016/02/22T05:00:34.511|    6.015|2016/02/22T05:00:40.526| S0|
   172.30.13.17|    224.0.0.252|54573| 5355| 17|         2|       100|        |2016/02/22T05:00:54.149|    0.104|2016/02/22T05:00:54.253| S0|
   172.30.13.17|    224.0.0.252|57592| 5355| 17|         2|       100|        |2016/02/22T05:01:18.499|    0.105|2016/02/22T05:01:18.604| S0|
   172.30.13.17|    224.0.0.252|63204| 5355| 17|         2|       100|        |2016/02/22T05:01:27.003|    0.103|2016/02/22T05:01:27.106| S0|
   172.30.13.17|    224.0.0.252|50921| 5355| 17|         2|       100|        |2016/02/22T05:01:29.635|    0.107|2016/02/22T05:01:29.742| S0|
   172.30.13.17|    224.0.0.252|64553| 5355| 17|         2|       100|        |2016/02/22T05:01:42.127|    0.110|2016/02/22T05:01:42.237| S0|
   172.30.13.17|    224.0.0.252|50052| 5355| 17|         2|       100|        |2016/02/22T05:02:05.994|    0.094|2016/02/22T05:02:06.088| S0|
   172.30.13.17|    224.0.0.252|59514| 5355| 17|         2|       100|        |2016/02/22T05:02:21.805|    0.101|2016/02/22T05:02:21.906| S0|
   172.30.13.17|    224.0.0.252|64733| 5355| 17|         2|       100|        |2016/02/22T05:02:45.461|    0.109|2016/02/22T05:02:45.570| S0|
   172.30.13.17|    224.0.0.252|65090| 5355| 17|         2|       100|        |2016/02/22T05:03:09.114|    0.104|2016/02/22T05:03:09.218| S0|
   172.30.13.17|    224.0.0.252|52521| 5355| 17|         2|       100|        |2016/02/22T05:03:32.898|    0.109|2016/02/22T05:03:33.007| S0|
   172.30.13.17|    224.0.0.252|63492| 5355| 17|         2|       100|        |2016/02/22T05:03:56.546|    0.094|2016/02/22T05:03:56.640| S0|
   172.30.13.17|    224.0.0.252|51119| 5355| 17|         2|       100|        |2016/02/22T05:04:20.179|    0.094|2016/02/22T05:04:20.273| S0|
   172.30.13.17|    224.0.0.252|51889| 5355| 17|         2|       100|        |2016/02/22T05:04:43.811|    0.094|2016/02/22T05:04:43.905| S0|
   172.30.13.17|    224.0.0.252|55196| 5355| 17|         2|       100|        |2016/02/22T05:04:44.357|    0.094|2016/02/22T05:04:44.451| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/22T05:04:53.672|    6.038|2016/02/22T05:04:59.710| S0|
   172.30.13.17|    224.0.0.252|60813| 5355| 17|         2|       100|        |2016/02/22T05:05:07.429|    0.094|2016/02/22T05:05:07.523| S0|
   172.30.13.17|    224.0.0.252|53448| 5355| 17|         2|       100|        |2016/02/22T05:05:31.077|    0.094|2016/02/22T05:05:31.171| S0|
  172.30.13.123|    224.0.0.252|64366| 5355| 17|         2|       100|        |2016/02/22T05:06:15.958|    0.418|2016/02/22T05:06:16.376| S0|
  172.30.13.123|    224.0.0.252|59979| 5355| 17|         2|       100|        |2016/02/22T05:06:15.958|    0.419|2016/02/22T05:06:16.377| S0|
  172.30.13.123|239.255.255.250|51764| 1900| 17|        12|      1932|        |2016/02/22T05:05:10.204|   75.450|2016/02/22T05:06:25.654| S0|
   172.30.13.17|    224.0.0.252|52382| 5355| 17|         2|       100|        |2016/02/22T05:07:48.199|    0.105|2016/02/22T05:07:48.304| S0|
   172.30.13.17|    224.0.0.252|50645| 5355| 17|         2|       100|        |2016/02/22T05:08:11.842|    0.095|2016/02/22T05:08:11.937| S0|
   172.30.13.17|    224.0.0.252|52220| 5355| 17|         2|       100|        |2016/02/22T05:08:50.817|    0.102|2016/02/22T05:08:50.919| S0|
   172.30.13.17|    224.0.0.252|62405| 5355| 17|         2|       100|        |2016/02/22T05:09:07.780|    0.096|2016/02/22T05:09:07.876| S0|
   172.30.13.17|    224.0.0.252|62282| 5355| 17|         2|       100|        |2016/02/22T05:09:11.971|    0.101|2016/02/22T05:09:12.072| S0|
   172.30.13.17|    224.0.0.252|54464| 5355| 17|         2|       100|        |2016/02/22T05:09:39.933|    0.108|2016/02/22T05:09:40.041| S0|
   172.30.13.17|    224.0.0.252|54801| 5355| 17|         2|       100|        |2016/02/22T05:10:03.581|    0.109|2016/02/22T05:10:03.690| S0|
   172.30.13.17|    224.0.0.252|50653| 5355| 17|         2|       100|        |2016/02/22T05:10:27.229|    0.094|2016/02/22T05:10:27.323| S0|
   172.30.13.17|    224.0.0.252|54575| 5355| 17|         2|       100|        |2016/02/22T05:10:50.861|    0.095|2016/02/22T05:10:50.956| S0|
   172.30.13.17|    224.0.0.252|49820| 5355| 17|         2|       100|        |2016/02/22T05:11:14.510|    0.094|2016/02/22T05:11:14.604| S0|
   172.30.13.17|    224.0.0.252|61875| 5355| 17|         2|       100|        |2016/02/22T05:11:38.215|    0.100|2016/02/22T05:11:38.315| S0|
   172.30.13.17|    224.0.0.252|58272| 5355| 17|         2|       100|        |2016/02/22T05:12:01.853|    0.095|2016/02/22T05:12:01.948| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/22T05:12:17.651|    6.037|2016/02/22T05:12:23.688| S0|
   172.30.13.17|    224.0.0.252|61226| 5355| 17|         2|       100|        |2016/02/22T05:12:25.783|    0.094|2016/02/22T05:12:25.877| S0|
   172.30.13.66|    224.0.0.251| 5353| 5353| 17|         1|       105|        |2016/02/22T05:12:58.987|    0.000|2016/02/22T05:12:58.987| S0|
  172.30.13.123|239.255.255.250|51764| 1900| 17|        12|      1932|        |2016/02/22T05:11:47.646|   76.652|2016/02/22T05:13:04.298| S0|
   172.30.13.17|    224.0.0.252|62589| 5355| 17|         2|       100|        |2016/02/22T05:14:36.229|    0.100|2016/02/22T05:14:36.329| S0|
   172.30.13.17|    224.0.0.252|54500| 5355| 17|         2|       100|        |2016/02/22T05:14:36.229|    0.100|2016/02/22T05:14:36.329| S0|
   172.30.13.17|    224.0.0.252|51340| 5355| 17|         2|       100|        |2016/02/22T05:15:21.471|    0.099|2016/02/22T05:15:21.570| S0|
   172.30.13.17|    224.0.0.252|55264| 5355| 17|         2|       100|        |2016/02/22T05:15:45.047|    0.099|2016/02/22T05:15:45.146| S0|
   172.30.13.17|    224.0.0.252|63425| 5355| 17|         2|       100|        |2016/02/22T05:16:09.208|    0.100|2016/02/22T05:16:09.308| S0|
  172.30.13.123|    224.0.0.252|61362| 5355| 17|         2|       100|        |2016/02/22T05:16:15.921|    0.418|2016/02/22T05:16:16.339| S0|
  172.30.13.123|    224.0.0.252|56322| 5355| 17|         2|       100|        |2016/02/22T05:16:15.922|    0.417|2016/02/22T05:16:16.339| S0|
   172.30.13.17|    224.0.0.252|57890| 5355| 17|         2|       100|        |2016/02/22T05:16:32.778|    0.099|2016/02/22T05:16:32.877| S0|
   172.30.13.17|    224.0.0.252|64267| 5355| 17|         2|       100|        |2016/02/22T05:16:56.350|    0.100|2016/02/22T05:16:56.450| S0|
   172.30.13.17|    224.0.0.252|53600| 5355| 17|         2|       100|        |2016/02/22T05:17:27.493|    0.100|2016/02/22T05:17:27.593| S0|
   172.30.13.17|    224.0.0.252|60574| 5355| 17|         2|       100|        |2016/02/22T05:17:51.062|    0.099|2016/02/22T05:17:51.161| S0|
   172.30.13.17|    224.0.0.252|53926| 5355| 17|         2|       100|        |2016/02/22T05:18:14.634|    0.100|2016/02/22T05:18:14.734| S0|
   172.30.13.17|    224.0.0.252|57070| 5355| 17|         2|       100|        |2016/02/22T05:18:38.809|    0.100|2016/02/22T05:18:38.909| S0|
   172.30.13.17|    224.0.0.252|50025| 5355| 17|         2|       100|        |2016/02/22T05:19:00.749|    0.100|2016/02/22T05:19:00.849| S0|
   172.30.13.17|    224.0.0.252|50066| 5355| 17|         2|       100|        |2016/02/22T05:19:02.372|    0.099|2016/02/22T05:19:02.471| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/22T05:19:41.633|    6.037|2016/02/22T05:19:47.670| S0|
  172.30.13.123|239.255.255.250|51764| 1900| 17|        12|      1932|        |2016/02/22T05:18:58.720|   77.473|2016/02/22T05:20:16.193| S0|
   172.30.13.66|239.255.255.250|53836| 1900| 17|         6|       912|        |2016/02/22T05:20:36.504|    6.017|2016/02/22T05:20:42.521| S0|
   172.30.13.17|    224.0.0.252|62764| 5355| 17|         2|       100|        |2016/02/22T05:21:17.270|    0.103|2016/02/22T05:21:17.373| S0|
   172.30.13.17|    224.0.0.252|53794| 5355| 17|         2|       100|        |2016/02/22T05:21:40.994|    0.108|2016/02/22T05:21:41.102| S0|
   172.30.13.17|    224.0.0.252|56599| 5355| 17|         2|       100|        |2016/02/22T05:22:04.722|    0.102|2016/02/22T05:22:04.824| S0|
   172.30.13.17|    224.0.0.252|57459| 5355| 17|         2|       100|        |2016/02/22T05:22:28.548|    0.108|2016/02/22T05:22:28.656| S0|
   172.30.13.17|    224.0.0.252|54631| 5355| 17|         2|       100|        |2016/02/22T05:22:49.656|    0.101|2016/02/22T05:22:49.757| S0|
   172.30.13.17|    224.0.0.252|49684| 5355| 17|         2|       100|        |2016/02/22T05:23:10.772|    0.109|2016/02/22T05:23:10.881| S0|
   172.30.13.17|    224.0.0.252|50086| 5355| 17|         2|       100|        |2016/02/22T05:23:35.447|    0.109|2016/02/22T05:23:35.556| S0|
   172.30.13.17|    224.0.0.252|56598| 5355| 17|         2|       100|        |2016/02/22T05:23:59.102|    0.094|2016/02/22T05:23:59.196| S0|
   172.30.13.17|    224.0.0.252|61809| 5355| 17|         2|       100|        |2016/02/22T05:24:23.424|    0.109|2016/02/22T05:24:23.533| S0|
   172.30.13.17|    224.0.0.252|63308| 5355| 17|         2|       100|        |2016/02/22T05:24:47.048|    0.099|2016/02/22T05:24:47.147| S0|
   172.30.13.17|    224.0.0.252|55569| 5355| 17|         2|       100|        |2016/02/22T05:25:10.636|    0.095|2016/02/22T05:25:10.731| S0|
   172.30.13.17|    224.0.0.252|62894| 5355| 17|         2|       100|        |2016/02/22T05:25:34.641|    0.110|2016/02/22T05:25:34.751| S0|
  172.30.13.123|    224.0.0.252|49678| 5355| 17|         2|       100|        |2016/02/22T05:26:15.983|    0.418|2016/02/22T05:26:16.401| S0|
  172.30.13.123|    224.0.0.252|50931| 5355| 17|         2|       100|        |2016/02/22T05:26:15.983|    0.419|2016/02/22T05:26:16.402| S0|
  172.30.13.123|239.255.255.250|51764| 1900| 17|         9|      1449|        |2016/02/22T05:26:29.456|   33.778|2016/02/22T05:27:03.234| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/22T05:27:05.713|    6.037|2016/02/22T05:27:11.750| S0|
   172.30.13.17|    224.0.0.252|49936| 5355| 17|         2|       100|        |2016/02/22T05:27:59.395|    0.103|2016/02/22T05:27:59.498| S0|
   172.30.13.17|    224.0.0.252|57996| 5355| 17|         2|       100|        |2016/02/22T05:27:59.395|    0.103|2016/02/22T05:27:59.498| S0|
   172.30.13.17|    224.0.0.252|64509| 5355| 17|         2|       100|        |2016/02/22T05:27:59.395|    0.103|2016/02/22T05:27:59.498| S0|
   172.30.13.17|    224.0.0.252|61118| 5355| 17|         2|       100|        |2016/02/22T05:27:59.395|    0.103|2016/02/22T05:27:59.498| S0|
   172.30.13.17|    224.0.0.252|55423| 5355| 17|         2|       100|        |2016/02/22T05:28:02.032|    0.102|2016/02/22T05:28:02.134| S0|
   172.30.13.17|    224.0.0.252|58160| 5355| 17|         2|       100|        |2016/02/22T05:28:02.035|    0.100|2016/02/22T05:28:02.135| S0|
   172.30.13.17|    224.0.0.252|53388| 5355| 17|         2|       100|        |2016/02/22T05:28:02.033|    0.102|2016/02/22T05:28:02.135| S0|
   172.30.13.17|    224.0.0.252|57300| 5355| 17|         2|       106|        |2016/02/22T05:28:04.632|    0.108|2016/02/22T05:28:04.740| S0|
   172.30.13.17|    224.0.0.252|49376| 5355| 17|         2|       100|        |2016/02/22T05:28:23.055|    0.109|2016/02/22T05:28:23.164| S0|
   172.30.13.17|    224.0.0.252|49398| 5355| 17|         2|       100|        |2016/02/22T05:28:46.688|    0.096|2016/02/22T05:28:46.784| S0|
   172.30.13.17|    224.0.0.252|52855| 5355| 17|         2|       100|        |2016/02/22T05:29:10.339|    0.109|2016/02/22T05:29:10.448| S0|
   172.30.13.17|    224.0.0.252|61687| 5355| 17|         2|       100|        |2016/02/22T05:29:34.170|    0.099|2016/02/22T05:29:34.269| S0|
   172.30.13.17|    224.0.0.252|50956| 5355| 17|         2|       100|        |2016/02/22T05:29:58.494|    0.096|2016/02/22T05:29:58.590| S0|
   172.30.13.17|    224.0.0.252|53720| 5355| 17|         2|       100|        |2016/02/22T05:30:22.149|    0.107|2016/02/22T05:30:22.256| S0|
   172.30.13.17|    224.0.0.252|60248| 5355| 17|         2|       100|        |2016/02/22T05:30:45.799|    0.108|2016/02/22T05:30:45.907| S0|
   172.30.13.17|    224.0.0.252|54577| 5355| 17|         2|       100|        |2016/02/22T05:31:10.039|    0.109|2016/02/22T05:31:10.148| S0|
   172.30.13.17|    224.0.0.252|59382| 5355| 17|         2|       100|        |2016/02/22T05:31:33.766|    0.095|2016/02/22T05:31:33.861| S0|
   172.30.13.17|    224.0.0.252|63824| 5355| 17|         2|       100|        |2016/02/22T05:32:18.509|    0.094|2016/02/22T05:32:18.603| S0|
  172.30.13.123|239.255.255.250|51764| 1900| 17|        12|      1932|        |2016/02/22T05:32:22.575|   77.010|2016/02/22T05:33:39.585| S0|
   172.30.13.17|    224.0.0.252|52911| 5355| 17|         2|       100|        |2016/02/22T05:34:34.440|    0.103|2016/02/22T05:34:34.543| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/22T05:34:29.691|    6.038|2016/02/22T05:34:35.729| S0|
   172.30.13.17|    224.0.0.252|49706| 5355| 17|         2|       100|        |2016/02/22T05:35:19.290|    0.108|2016/02/22T05:35:19.398| S0|
   172.30.13.17|    224.0.0.252|55511| 5355| 17|         2|       100|        |2016/02/22T05:36:04.017|    0.107|2016/02/22T05:36:04.124| S0|
  172.30.13.123|    224.0.0.252|63190| 5355| 17|         2|       100|        |2016/02/22T05:36:15.944|    0.417|2016/02/22T05:36:16.361| S0|
  172.30.13.123|    224.0.0.252|60106| 5355| 17|         2|       100|        |2016/02/22T05:36:15.944|    0.417|2016/02/22T05:36:16.361| S0|
  172.30.13.123|    224.0.0.252|50989| 5355| 17|         2|       100|        |2016/02/22T05:36:43.685|    0.421|2016/02/22T05:36:44.106| S0|
  172.30.13.123|    224.0.0.252|53895| 5355| 17|         2|       100|        |2016/02/22T05:36:43.685|    0.421|2016/02/22T05:36:44.106| S0|
  172.30.13.123|    224.0.0.252|51335| 5355| 17|         2|       100|        |2016/02/22T05:36:43.686|    0.421|2016/02/22T05:36:44.107| S0|
  172.30.13.123|    224.0.0.252|65407| 5355| 17|         2|       100|        |2016/02/22T05:36:43.686|    0.421|2016/02/22T05:36:44.107| S0|
  172.30.13.123|    224.0.0.252|61895| 5355| 17|         2|       100|        |2016/02/22T05:36:43.687|    0.420|2016/02/22T05:36:44.107| S0|
  172.30.13.123|    224.0.0.252|61368| 5355| 17|         2|       100|        |2016/02/22T05:36:43.688|    0.420|2016/02/22T05:36:44.108| S0|
  172.30.13.123|    224.0.0.252|60026| 5355| 17|         2|       100|        |2016/02/22T05:36:43.687|    0.422|2016/02/22T05:36:44.109| S0|
  172.30.13.123|    224.0.0.252|60575| 5355| 17|         2|       100|        |2016/02/22T05:36:43.688|    0.421|2016/02/22T05:36:44.109| S0|
  172.30.13.123|    224.0.0.252|52431| 5355| 17|         2|       100|        |2016/02/22T05:36:45.282|    0.416|2016/02/22T05:36:45.698| S0|
  172.30.13.123|    224.0.0.252|65369| 5355| 17|         2|       100|        |2016/02/22T05:36:45.282|    0.417|2016/02/22T05:36:45.699| S0|
  172.30.13.123|    224.0.0.252|55548| 5355| 17|         2|       100|        |2016/02/22T05:36:48.267|    0.420|2016/02/22T05:36:48.687| S0|
  172.30.13.123|    224.0.0.252|49988| 5355| 17|         2|       100|        |2016/02/22T05:36:48.267|    0.421|2016/02/22T05:36:48.688| S0|
  172.30.13.123|239.255.255.250|55953| 3702| 17|         2|      1304|        |2016/02/22T05:36:48.769|    0.059|2016/02/22T05:36:48.828| S0|
  172.30.13.123|239.255.255.250|57612| 3702| 17|         2|      2218|        |2016/02/22T05:36:48.767|    0.078|2016/02/22T05:36:48.845| S0|
   172.30.13.17|    224.0.0.252|55367| 5355| 17|         2|       100|        |2016/02/22T05:36:48.778|    0.102|2016/02/22T05:36:48.880| S0|
